Bayern München,Borussia Dortmund,2-0
Hamburger SV,Arminia Bielefeld,1-1
Bayer Leverkusen,Alemannia Aachen,3-0
VfB Stuttgart,FC Nürnberg,0-3
FC Schalke 04,Eintracht Frankfurt,1-1
Bor. Mönchengladbach,Energie Cottbus,2-0
FSV Mainz 05,VfL Bochum,2-1
VfL Wolfsburg,Hertha BSC,0-0
Hannover 96,Werder Bremen,2-4
FC Nürnberg,Bor. Mönchengladbach,1-0
Werder Bremen,Bayer Leverkusen,2-1
Borussia Dortmund,FSV Mainz 05,1-1
Hertha BSC,Hannover 96,4-0
Eintracht Frankfurt,VfL Wolfsburg,0-0
Energie Cottbus,Hamburger SV,2-2
Alemannia Aachen,FC Schalke 04,0-1
VfL Bochum,Bayern München,1-2
Arminia Bielefeld,VfB Stuttgart,2-3
FC Schalke 04,Werder Bremen,2-0
VfL Bochum,Energie Cottbus,0-1
Bayer Leverkusen,VfL Wolfsburg,1-1
VfB Stuttgart,Borussia Dortmund,1-3
Bayern München,FC Nürnberg,0-0
Bor. Mönchengladbach,Arminia Bielefeld,1-0
Hannover 96,Alemannia Aachen,0-3
Hamburger SV,Hertha BSC,1-1
FSV Mainz 05,Eintracht Frankfurt,1-1
VfL Wolfsburg,Hannover 96,1-2
Werder Bremen,VfB Stuttgart,2-3
Borussia Dortmund,Hamburger SV,1-0
FC Nürnberg,VfL Bochum,1-1
Arminia Bielefeld,Bayern München,2-1
Alemannia Aachen,Bor. Mönchengladbach,4-2
Energie Cottbus,FSV Mainz 05,2-0
Hertha BSC,FC Schalke 04,2-0
Eintracht Frankfurt,Bayer Leverkusen,3-1
Bor. Mönchengladbach,Borussia Dortmund,1-0
Bayern München,Alemannia Aachen,2-1
Hamburger SV,Werder Bremen,1-1
FC Schalke 04,VfL Wolfsburg,2-0
VfB Stuttgart,Eintracht Frankfurt,1-1
FSV Mainz 05,Hertha BSC,1-1
Hannover 96,Bayer Leverkusen,1-1
VfL Bochum,Arminia Bielefeld,2-1
Energie Cottbus,FC Nürnberg,1-1
Borussia Dortmund,Hannover 96,2-2
Werder Bremen,Bor. Mönchengladbach,3-0
FC Nürnberg,FSV Mainz 05,1-1
Arminia Bielefeld,Energie Cottbus,3-1
Eintracht Frankfurt,Hamburger SV,2-2
VfL Wolfsburg,Bayern München,1-0
Alemannia Aachen,VfL Bochum,2-1
Bayer Leverkusen,FC Schalke 04,3-1
Hertha BSC,VfB Stuttgart,2-2
FSV Mainz 05,Alemannia Aachen,1-3
Bayern München,Hertha BSC,4-2
Hamburger SV,FC Schalke 04,1-2
VfB Stuttgart,Bayer Leverkusen,3-0
Bor. Mönchengladbach,VfL Wolfsburg,3-1
Hannover 96,Eintracht Frankfurt,1-1
VfL Bochum,Werder Bremen,0-6
FC Nürnberg,Arminia Bielefeld,1-1
Energie Cottbus,Borussia Dortmund,2-3
Borussia Dortmund,VfL Bochum,1-1
FC Schalke 04,Hannover 96,2-1
Werder Bremen,Bayern München,3-1
Arminia Bielefeld,FSV Mainz 05,1-0
VfL Wolfsburg,VfB Stuttgart,1-1
Hertha BSC,Bor. Mönchengladbach,2-1
Alemannia Aachen,Energie Cottbus,1-2
Bayer Leverkusen,Hamburger SV,1-2
Eintracht Frankfurt,FC Nürnberg,2-2
FSV Mainz 05,Werder Bremen,1-6
Bayern München,Eintracht Frankfurt,2-0
Hamburger SV,Hannover 96,0-0
FC Nürnberg,Borussia Dortmund,1-1
Bor. Mönchengladbach,Bayer Leverkusen,0-2
VfL Bochum,VfL Wolfsburg,0-1
Energie Cottbus,Hertha BSC,2-0
VfB Stuttgart,FC Schalke 04,3-0
Arminia Bielefeld,Alemannia Aachen,5-1
Hannover 96,VfL Bochum,0-2
Werder Bremen,Energie Cottbus,1-1
Hertha BSC,FC Nürnberg,2-1
Borussia Dortmund,Arminia Bielefeld,1-1
VfL Wolfsburg,Hamburger SV,1-0
Alemannia Aachen,VfB Stuttgart,2-4
Bayer Leverkusen,FSV Mainz 05,1-1
FC Schalke 04,Bayern München,2-2
Eintracht Frankfurt,Bor. Mönchengladbach,1-0
VfB Stuttgart,Hamburger SV,2-0
Borussia Dortmund,Alemannia Aachen,0-0
FSV Mainz 05,VfL Wolfsburg,1-2
FC Nürnberg,Werder Bremen,1-2
VfL Bochum,Bayer Leverkusen,1-3
Arminia Bielefeld,Hertha BSC,2-2
Bayern München,Hannover 96,0-1
Bor. Mönchengladbach,FC Schalke 04,0-2
Energie Cottbus,Eintracht Frankfurt,0-1
Werder Bremen,Borussia Dortmund,1-3
FC Schalke 04,FSV Mainz 05,4-0
Bayer Leverkusen,Bayern München,2-3
Hamburger SV,Bor. Mönchengladbach,1-1
VfL Wolfsburg,Energie Cottbus,0-0
Hertha BSC,VfL Bochum,3-3
Eintracht Frankfurt,Arminia Bielefeld,0-3
Hannover 96,VfB Stuttgart,1-2
Alemannia Aachen,FC Nürnberg,1-1
VfL Bochum,Eintracht Frankfurt,4-3
Bayern München,VfB Stuttgart,2-1
Borussia Dortmund,Hertha BSC,1-2
FC Nürnberg,Bayer Leverkusen,3-2
FSV Mainz 05,Hamburger SV,0-0
Alemannia Aachen,Werder Bremen,2-2
Energie Cottbus,FC Schalke 04,2-4
Bor. Mönchengladbach,Hannover 96,0-1
Arminia Bielefeld,VfL Wolfsburg,0-0
FC Schalke 04,VfL Bochum,2-1
Werder Bremen,Arminia Bielefeld,3-0
Hamburger SV,Bayern München,1-2
Hertha BSC,Alemannia Aachen,2-1
Hannover 96,FSV Mainz 05,1-0
Eintracht Frankfurt,Borussia Dortmund,1-1
VfL Wolfsburg,FC Nürnberg,1-1
Bayer Leverkusen,Energie Cottbus,3-1
VfB Stuttgart,Bor. Mönchengladbach,1-0
FSV Mainz 05,VfB Stuttgart,0-0
Werder Bremen,Hertha BSC,3-1
VfL Bochum,Hamburger SV,2-1
Arminia Bielefeld,Bayer Leverkusen,0-0
Bayern München,Bor. Mönchengladbach,1-1
Borussia Dortmund,VfL Wolfsburg,1-0
Energie Cottbus,Hannover 96,0-1
FC Nürnberg,FC Schalke 04,0-0
Alemannia Aachen,Eintracht Frankfurt,2-3
Bayer Leverkusen,Hertha BSC,2-1
Bayern München,Energie Cottbus,2-1
Hamburger SV,FC Nürnberg,0-0
VfB Stuttgart,VfL Bochum,1-0
Bor. Mönchengladbach,FSV Mainz 05,1-1
Hannover 96,Arminia Bielefeld,1-1
Eintracht Frankfurt,Werder Bremen,2-6
FC Schalke 04,Borussia Dortmund,3-1
VfL Wolfsburg,Alemannia Aachen,1-2
VfL Bochum,Bor. Mönchengladbach,2-0
Arminia Bielefeld,FC Schalke 04,0-1
Hertha BSC,Eintracht Frankfurt,1-0
FSV Mainz 05,Bayern München,0-4
Energie Cottbus,VfB Stuttgart,0-0
FC Nürnberg,Hannover 96,3-1
Alemannia Aachen,Hamburger SV,3-3
Werder Bremen,VfL Wolfsburg,2-1
Borussia Dortmund,Bayer Leverkusen,1-2
Borussia Dortmund,Bayern München,3-2
Arminia Bielefeld,Hamburger SV,1-1
FC Nürnberg,VfB Stuttgart,4-1
Eintracht Frankfurt,FC Schalke 04,1-3
Energie Cottbus,Bor. Mönchengladbach,3-1
VfL Bochum,FSV Mainz 05,0-1
Hertha BSC,VfL Wolfsburg,2-1
Alemannia Aachen,Bayer Leverkusen,2-3
Werder Bremen,Hannover 96,3-0
Bayern München,VfL Bochum,0-0
VfB Stuttgart,Arminia Bielefeld,3-2
VfL Wolfsburg,Eintracht Frankfurt,2-2
Bor. Mönchengladbach,FC Nürnberg,0-0
Bayer Leverkusen,Werder Bremen,0-2
FSV Mainz 05,Borussia Dortmund,1-0
Hannover 96,Hertha BSC,5-0
Hamburger SV,Energie Cottbus,1-1
FC Schalke 04,Alemannia Aachen,2-1
FC Nürnberg,Bayern München,3-0
Energie Cottbus,VfL Bochum,0-0
VfL Wolfsburg,Bayer Leverkusen,3-2
Hertha BSC,Hamburger SV,2-1
Arminia Bielefeld,Bor. Mönchengladbach,0-2
Eintracht Frankfurt,FSV Mainz 05,0-0
Alemannia Aachen,Hannover 96,1-4
Werder Bremen,FC Schalke 04,0-2
Borussia Dortmund,VfB Stuttgart,0-1
Hannover 96,VfL Wolfsburg,2-2
VfB Stuttgart,Werder Bremen,4-1
FC Schalke 04,Hertha BSC,2-0
Hamburger SV,Borussia Dortmund,3-0
Bayer Leverkusen,Eintracht Frankfurt,2-2
Bor. Mönchengladbach,Alemannia Aachen,0-0
FSV Mainz 05,Energie Cottbus,4-1
VfL Bochum,FC Nürnberg,0-2
Bayern München,Arminia Bielefeld,1-0
Eintracht Frankfurt,VfB Stuttgart,0-4
Alemannia Aachen,Bayern München,1-0
Werder Bremen,Hamburger SV,0-2
VfL Wolfsburg,FC Schalke 04,2-2
Borussia Dortmund,Bor. Mönchengladbach,1-0
Hertha BSC,FSV Mainz 05,1-2
Bayer Leverkusen,Hannover 96,0-1
Arminia Bielefeld,VfL Bochum,1-3
FC Nürnberg,Energie Cottbus,1-0
VfB Stuttgart,Hertha BSC,0-0
Hannover 96,Borussia Dortmund,4-2
FSV Mainz 05,FC Nürnberg,2-1
Energie Cottbus,Arminia Bielefeld,2-1
Hamburger SV,Eintracht Frankfurt,3-1
Bayern München,VfL Wolfsburg,2-1
VfL Bochum,Alemannia Aachen,2-2
Bor. Mönchengladbach,Werder Bremen,2-2
FC Schalke 04,Bayer Leverkusen,0-1
FC Schalke 04,Hamburger SV,0-2
Hertha BSC,Bayern München,2-3
Arminia Bielefeld,FC Nürnberg,3-2
Bayer Leverkusen,VfB Stuttgart,3-1
VfL Wolfsburg,Bor. Mönchengladbach,1-0
Eintracht Frankfurt,Hannover 96,2-0
Werder Bremen,VfL Bochum,3-0
Alemannia Aachen,FSV Mainz 05,2-1
Borussia Dortmund,Energie Cottbus,2-3
FC Nürnberg,Eintracht Frankfurt,2-2
Hannover 96,FC Schalke 04,1-1
FSV Mainz 05,Arminia Bielefeld,1-0
VfL Bochum,Borussia Dortmund,2-0
VfB Stuttgart,VfL Wolfsburg,0-0
Bor. Mönchengladbach,Hertha BSC,3-1
Energie Cottbus,Alemannia Aachen,0-2
Bayern München,Werder Bremen,1-1
Hamburger SV,Bayer Leverkusen,0-0
Hertha BSC,Energie Cottbus,0-1
Eintracht Frankfurt,Bayern München,1-0
Hannover 96,Hamburger SV,0-0
Borussia Dortmund,FC Nürnberg,0-0
FC Schalke 04,VfB Stuttgart,1-0
Alemannia Aachen,Arminia Bielefeld,2-0
VfL Wolfsburg,VfL Bochum,3-1
Bayer Leverkusen,Bor. Mönchengladbach,1-0
Werder Bremen,FSV Mainz 05,2-0
Arminia Bielefeld,Borussia Dortmund,1-0
Energie Cottbus,Werder Bremen,0-0
Bayern München,FC Schalke 04,2-0
FC Nürnberg,Hertha BSC,2-1
Bor. Mönchengladbach,Eintracht Frankfurt,1-1
VfB Stuttgart,Alemannia Aachen,3-1
FSV Mainz 05,Bayer Leverkusen,1-3
VfL Bochum,Hannover 96,2-0
Hamburger SV,VfL Wolfsburg,1-0
Hertha BSC,Arminia Bielefeld,1-1
Hamburger SV,VfB Stuttgart,2-4
Hannover 96,Bayern München,1-2
FC Schalke 04,Bor. Mönchengladbach,2-0
Alemannia Aachen,Borussia Dortmund,1-4
VfL Wolfsburg,FSV Mainz 05,3-2
Eintracht Frankfurt,Energie Cottbus,1-3
Bayer Leverkusen,VfL Bochum,1-4
Werder Bremen,FC Nürnberg,1-0
Bor. Mönchengladbach,Hamburger SV,0-1
FSV Mainz 05,FC Schalke 04,0-3
Energie Cottbus,VfL Wolfsburg,3-2
VfL Bochum,Hertha BSC,1-3
Arminia Bielefeld,Eintracht Frankfurt,2-4
VfB Stuttgart,Hannover 96,2-1
FC Nürnberg,Alemannia Aachen,1-0
Borussia Dortmund,Werder Bremen,0-2
Bayern München,Bayer Leverkusen,2-1
Werder Bremen,Alemannia Aachen,3-1
VfB Stuttgart,Bayern München,2-0
Hertha BSC,Borussia Dortmund,0-1
Bayer Leverkusen,FC Nürnberg,2-0
VfL Wolfsburg,Arminia Bielefeld,2-3
Eintracht Frankfurt,VfL Bochum,0-3
FC Schalke 04,Energie Cottbus,2-0
Hannover 96,Bor. Mönchengladbach,1-0
Hamburger SV,FSV Mainz 05,2-2
VfL Bochum,FC Schalke 04,2-1
Bayern München,Hamburger SV,1-2
Alemannia Aachen,Hertha BSC,0-4
Bor. Mönchengladbach,VfB Stuttgart,0-1
FSV Mainz 05,Hannover 96,1-2
Borussia Dortmund,Eintracht Frankfurt,2-0
FC Nürnberg,VfL Wolfsburg,1-1
Arminia Bielefeld,Werder Bremen,3-2
Energie Cottbus,Bayer Leverkusen,2-1
Hannover 96,Energie Cottbus,2-0
Hamburger SV,VfL Bochum,0-3
Bor. Mönchengladbach,Bayern München,1-1
VfL Wolfsburg,Borussia Dortmund,0-2
VfB Stuttgart,FSV Mainz 05,2-0
FC Schalke 04,FC Nürnberg,1-0
Eintracht Frankfurt,Alemannia Aachen,4-0
Hertha BSC,Werder Bremen,1-4
Bayer Leverkusen,Arminia Bielefeld,1-2
Energie Cottbus,Bayern München,0-3
FC Nürnberg,Hamburger SV,0-2
Borussia Dortmund,FC Schalke 04,2-0
Hertha BSC,Bayer Leverkusen,2-3
VfL Bochum,VfB Stuttgart,2-3
FSV Mainz 05,Bor. Mönchengladbach,3-0
Arminia Bielefeld,Hannover 96,3-1
Werder Bremen,Eintracht Frankfurt,1-2
Alemannia Aachen,VfL Wolfsburg,2-2
VfL Wolfsburg,Werder Bremen,0-2
Bor. Mönchengladbach,VfL Bochum,0-2
FC Schalke 04,Arminia Bielefeld,2-1
Bayer Leverkusen,Borussia Dortmund,2-1
Eintracht Frankfurt,Hertha BSC,1-2
Bayern München,FSV Mainz 05,5-2
VfB Stuttgart,Energie Cottbus,2-1
Hannover 96,FC Nürnberg,0-3
Hamburger SV,Alemannia Aachen,4-0
VfB Stuttgart,FC Schalke 04,2-2
Bayern München,Hansa Rostock,3-0
Bayer Leverkusen,Energie Cottbus,0-0
VfL Bochum,Werder Bremen,2-2
Hannover 96,Hamburger SV,0-1
Eintracht Frankfurt,Hertha BSC,1-0
VfL Wolfsburg,Arminia Bielefeld,1-3
FC Nürnberg,Karlsruher SC,0-2
Borussia Dortmund,MSV Duisburg,1-3
Karlsruher SC,Hannover 96,1-2
FC Schalke 04,Borussia Dortmund,4-1
Werder Bremen,Bayern München,0-4
Hertha BSC,VfB Stuttgart,3-1
Arminia Bielefeld,Eintracht Frankfurt,2-2
Hansa Rostock,FC Nürnberg,1-2
MSV Duisburg,VfL Wolfsburg,1-3
Hamburger SV,Bayer Leverkusen,1-0
Energie Cottbus,VfL Bochum,1-2
VfL Bochum,Hamburger SV,2-1
VfB Stuttgart,MSV Duisburg,1-0
Bayern München,Hannover 96,3-0
Bayer Leverkusen,Karlsruher SC,3-0
FC Nürnberg,Werder Bremen,0-1
Borussia Dortmund,Energie Cottbus,3-0
Arminia Bielefeld,Hertha BSC,2-0
Eintracht Frankfurt,Hansa Rostock,1-0
VfL Wolfsburg,FC Schalke 04,1-1
FC Schalke 04,Bayer Leverkusen,1-1
Werder Bremen,Eintracht Frankfurt,2-1
Hertha BSC,VfL Wolfsburg,2-1
Hannover 96,VfL Bochum,3-2
Energie Cottbus,FC Nürnberg,1-1
Hansa Rostock,Borussia Dortmund,0-1
MSV Duisburg,Arminia Bielefeld,3-0
Hamburger SV,Bayern München,1-1
Karlsruher SC,VfB Stuttgart,1-0
Borussia Dortmund,Werder Bremen,3-0
VfB Stuttgart,Energie Cottbus,3-0
Bayern München,FC Schalke 04,1-1
Bayer Leverkusen,VfL Bochum,2-0
FC Nürnberg,Hannover 96,2-2
Arminia Bielefeld,Hansa Rostock,4-2
Eintracht Frankfurt,Hamburger SV,2-1
VfL Wolfsburg,Karlsruher SC,1-2
MSV Duisburg,Hertha BSC,1-2
VfL Bochum,Eintracht Frankfurt,0-0
FC Schalke 04,Arminia Bielefeld,3-0
Werder Bremen,VfB Stuttgart,4-1
Hamburger SV,FC Nürnberg,1-0
Hertha BSC,Borussia Dortmund,3-2
Energie Cottbus,VfL Wolfsburg,1-2
Hansa Rostock,MSV Duisburg,2-0
Hannover 96,Bayer Leverkusen,0-3
Karlsruher SC,Bayern München,1-4
Borussia Dortmund,Hamburger SV,0-3
Hertha BSC,Hansa Rostock,1-3
VfL Wolfsburg,Werder Bremen,1-1
MSV Duisburg,FC Schalke 04,0-2
VfB Stuttgart,VfL Bochum,1-0
Bayern München,Energie Cottbus,5-0
FC Nürnberg,Bayer Leverkusen,1-2
Arminia Bielefeld,Hannover 96,0-2
Eintracht Frankfurt,Karlsruher SC,0-1
FC Schalke 04,Hertha BSC,1-0
Werder Bremen,Arminia Bielefeld,8-1
Bayer Leverkusen,Bayern München,0-1
Hamburger SV,VfL Wolfsburg,2-2
VfL Bochum,FC Nürnberg,3-3
Karlsruher SC,Borussia Dortmund,3-1
Hansa Rostock,VfB Stuttgart,2-1
Hannover 96,MSV Duisburg,2-1
Energie Cottbus,Eintracht Frankfurt,2-2
Borussia Dortmund,VfL Bochum,2-1
VfB Stuttgart,Hannover 96,0-2
FC Schalke 04,Karlsruher SC,0-2
Hertha BSC,Energie Cottbus,0-0
Arminia Bielefeld,Hamburger SV,0-1
VfL Wolfsburg,Hansa Rostock,1-0
MSV Duisburg,Werder Bremen,1-3
Bayern München,FC Nürnberg,3-0
Eintracht Frankfurt,Bayer Leverkusen,2-1
Energie Cottbus,MSV Duisburg,1-2
Werder Bremen,Hertha BSC,3-2
Bayer Leverkusen,Borussia Dortmund,2-2
FC Nürnberg,Eintracht Frankfurt,5-1
Hamburger SV,VfB Stuttgart,4-1
VfL Bochum,Bayern München,1-2
Hansa Rostock,FC Schalke 04,1-1
Hannover 96,VfL Wolfsburg,2-2
Karlsruher SC,Arminia Bielefeld,0-0
Eintracht Frankfurt,Hannover 96,0-0
VfB Stuttgart,Bayer Leverkusen,1-0
FC Schalke 04,Werder Bremen,1-1
Hertha BSC,VfL Bochum,2-0
Arminia Bielefeld,Energie Cottbus,1-1
VfL Wolfsburg,FC Nürnberg,3-1
Hansa Rostock,Karlsruher SC,0-0
Borussia Dortmund,Bayern München,0-0
MSV Duisburg,Hamburger SV,0-1
Energie Cottbus,FC Schalke 04,1-0
Werder Bremen,Hansa Rostock,1-0
Bayern München,Eintracht Frankfurt,0-0
Bayer Leverkusen,Arminia Bielefeld,4-0
FC Nürnberg,VfB Stuttgart,0-1
Hamburger SV,Hertha BSC,2-1
Hannover 96,Borussia Dortmund,2-1
VfL Bochum,VfL Wolfsburg,5-3
Karlsruher SC,MSV Duisburg,1-0
MSV Duisburg,VfL Bochum,0-2
VfB Stuttgart,Bayern München,3-1
FC Schalke 04,Hamburger SV,1-1
Werder Bremen,Karlsruher SC,4-0
Borussia Dortmund,Eintracht Frankfurt,1-1
Hertha BSC,Hannover 96,1-0
Hansa Rostock,Energie Cottbus,3-2
Arminia Bielefeld,FC Nürnberg,3-1
VfL Wolfsburg,Bayer Leverkusen,1-2
Karlsruher SC,Hertha BSC,2-1
Bayern München,VfL Wolfsburg,2-1
Bayer Leverkusen,MSV Duisburg,4-1
VfL Bochum,Arminia Bielefeld,3-0
Hannover 96,FC Schalke 04,2-3
Energie Cottbus,Werder Bremen,0-2
Eintracht Frankfurt,VfB Stuttgart,1-4
FC Nürnberg,Borussia Dortmund,2-0
Hamburger SV,Hansa Rostock,2-0
Hansa Rostock,Hannover 96,0-3
VfB Stuttgart,Borussia Dortmund,1-2
FC Schalke 04,VfL Bochum,1-0
Werder Bremen,Hamburger SV,2-1
Hertha BSC,Bayer Leverkusen,0-3
Energie Cottbus,Karlsruher SC,2-0
VfL Wolfsburg,Eintracht Frankfurt,2-2
Arminia Bielefeld,Bayern München,0-1
MSV Duisburg,FC Nürnberg,1-0
Borussia Dortmund,Arminia Bielefeld,6-1
VfB Stuttgart,VfL Wolfsburg,3-1
Bayern München,MSV Duisburg,0-0
Hamburger SV,Energie Cottbus,0-0
VfL Bochum,Karlsruher SC,2-2
Hannover 96,Werder Bremen,4-3
Eintracht Frankfurt,FC Schalke 04,2-2
Bayer Leverkusen,Hansa Rostock,3-0
FC Nürnberg,Hertha BSC,2-1
Energie Cottbus,Hannover 96,5-1
FC Schalke 04,FC Nürnberg,2-1
Werder Bremen,Bayer Leverkusen,5-2
Hertha BSC,Bayern München,0-0
Arminia Bielefeld,VfB Stuttgart,2-0
VfL Wolfsburg,Borussia Dortmund,4-0
Karlsruher SC,Hamburger SV,1-1
Hansa Rostock,VfL Bochum,2-0
MSV Duisburg,Eintracht Frankfurt,0-1
Hansa Rostock,Bayern München,1-2
Energie Cottbus,Bayer Leverkusen,2-3
Karlsruher SC,FC Nürnberg,2-0
MSV Duisburg,Borussia Dortmund,3-3
Hamburger SV,Hannover 96,1-1
Hertha BSC,Eintracht Frankfurt,0-3
Arminia Bielefeld,VfL Wolfsburg,0-1
FC Schalke 04,VfB Stuttgart,4-1
Werder Bremen,VfL Bochum,1-2
Eintracht Frankfurt,Arminia Bielefeld,2-1
Bayer Leverkusen,Hamburger SV,1-1
VfB Stuttgart,Hertha BSC,1-3
VfL Bochum,Energie Cottbus,3-3
Hannover 96,Karlsruher SC,2-2
FC Nürnberg,Hansa Rostock,1-1
VfL Wolfsburg,MSV Duisburg,2-1
Borussia Dortmund,FC Schalke 04,2-3
Bayern München,Werder Bremen,1-1
FC Schalke 04,VfL Wolfsburg,1-2
MSV Duisburg,VfB Stuttgart,2-3
Karlsruher SC,Bayer Leverkusen,2-2
Werder Bremen,FC Nürnberg,2-0
Energie Cottbus,Borussia Dortmund,0-2
Hertha BSC,Arminia Bielefeld,1-0
Hansa Rostock,Eintracht Frankfurt,1-0
Hannover 96,Bayern München,0-3
Hamburger SV,VfL Bochum,3-0
VfL Bochum,Hannover 96,2-1
Bayer Leverkusen,FC Schalke 04,1-0
Eintracht Frankfurt,Werder Bremen,1-0
VfL Wolfsburg,Hertha BSC,0-0
VfB Stuttgart,Karlsruher SC,3-1
Borussia Dortmund,Hansa Rostock,1-0
Arminia Bielefeld,MSV Duisburg,0-2
Bayern München,Hamburger SV,1-1
FC Nürnberg,Energie Cottbus,1-1
Hertha BSC,MSV Duisburg,2-0
FC Schalke 04,Bayern München,0-1
Hannover 96,FC Nürnberg,2-1
Werder Bremen,Borussia Dortmund,2-0
Hansa Rostock,Arminia Bielefeld,1-1
Karlsruher SC,VfL Wolfsburg,3-1
VfL Bochum,Bayer Leverkusen,2-0
Hamburger SV,Eintracht Frankfurt,4-1
Energie Cottbus,VfB Stuttgart,0-1
Borussia Dortmund,Hertha BSC,1-1
Arminia Bielefeld,FC Schalke 04,0-2
VfB Stuttgart,Werder Bremen,6-3
Eintracht Frankfurt,VfL Bochum,1-1
VfL Wolfsburg,Energie Cottbus,3-0
Bayern München,Karlsruher SC,2-0
MSV Duisburg,Hansa Rostock,1-1
FC Nürnberg,Hamburger SV,0-0
Bayer Leverkusen,Hannover 96,2-0
FC Schalke 04,MSV Duisburg,2-1
VfL Bochum,VfB Stuttgart,1-1
Energie Cottbus,Bayern München,2-0
Hamburger SV,Borussia Dortmund,1-0
Hansa Rostock,Hertha BSC,0-0
Hannover 96,Arminia Bielefeld,2-2
Karlsruher SC,Eintracht Frankfurt,0-1
Bayer Leverkusen,FC Nürnberg,4-1
Werder Bremen,VfL Wolfsburg,0-1
Eintracht Frankfurt,Energie Cottbus,2-1
Bayern München,Bayer Leverkusen,2-1
VfL Wolfsburg,Hamburger SV,1-1
FC Nürnberg,VfL Bochum,1-1
MSV Duisburg,Hannover 96,1-1
Borussia Dortmund,Karlsruher SC,1-1
VfB Stuttgart,Hansa Rostock,4-1
Hertha BSC,FC Schalke 04,1-2
Arminia Bielefeld,Werder Bremen,1-1
Hansa Rostock,VfL Wolfsburg,0-1
Karlsruher SC,FC Schalke 04,0-0
FC Nürnberg,Bayern München,1-1
VfL Bochum,Borussia Dortmund,3-3
Hamburger SV,Arminia Bielefeld,1-1
Bayer Leverkusen,Eintracht Frankfurt,0-2
Werder Bremen,MSV Duisburg,1-2
Hannover 96,VfB Stuttgart,0-0
Energie Cottbus,Hertha BSC,2-1
MSV Duisburg,Energie Cottbus,0-1
Hertha BSC,Werder Bremen,1-2
Eintracht Frankfurt,FC Nürnberg,1-3
VfB Stuttgart,Hamburger SV,1-0
VfL Wolfsburg,Hannover 96,3-2
Arminia Bielefeld,Karlsruher SC,1-0
FC Schalke 04,Hansa Rostock,1-0
Borussia Dortmund,Bayer Leverkusen,2-1
Bayern München,VfL Bochum,3-1
Werder Bremen,FC Schalke 04,5-1
VfL Bochum,Hertha BSC,1-1
Energie Cottbus,Arminia Bielefeld,1-0
Hannover 96,Eintracht Frankfurt,2-1
Karlsruher SC,Hansa Rostock,1-2
Hamburger SV,MSV Duisburg,0-1
Bayer Leverkusen,VfB Stuttgart,3-0
Bayern München,Borussia Dortmund,5-0
FC Nürnberg,VfL Wolfsburg,1-0
Hansa Rostock,Werder Bremen,1-2
Hertha BSC,Hamburger SV,0-0
VfL Wolfsburg,VfL Bochum,0-1
FC Schalke 04,Energie Cottbus,5-0
Eintracht Frankfurt,Bayern München,1-3
Arminia Bielefeld,Bayer Leverkusen,1-0
VfB Stuttgart,FC Nürnberg,3-0
Borussia Dortmund,Hannover 96,1-3
MSV Duisburg,Karlsruher SC,0-1
Eintracht Frankfurt,Borussia Dortmund,1-1
Hamburger SV,FC Schalke 04,0-1
Karlsruher SC,Werder Bremen,3-3
Hannover 96,Hertha BSC,2-2
FC Nürnberg,Arminia Bielefeld,2-2
Energie Cottbus,Hansa Rostock,2-1
VfL Bochum,MSV Duisburg,1-1
Bayern München,VfB Stuttgart,4-1
Bayer Leverkusen,VfL Wolfsburg,2-2
Borussia Dortmund,FC Nürnberg,0-0
Hansa Rostock,Hamburger SV,1-3
Arminia Bielefeld,VfL Bochum,2-0
FC Schalke 04,Hannover 96,1-1
Werder Bremen,Energie Cottbus,2-0
VfB Stuttgart,Eintracht Frankfurt,4-1
Hertha BSC,Karlsruher SC,3-1
VfL Wolfsburg,Bayern München,0-0
MSV Duisburg,Bayer Leverkusen,3-2
Borussia Dortmund,VfB Stuttgart,3-2
VfL Bochum,FC Schalke 04,0-3
Karlsruher SC,Energie Cottbus,1-1
Hannover 96,Hansa Rostock,3-0
Hamburger SV,Werder Bremen,0-1
Bayer Leverkusen,Hertha BSC,1-2
Bayern München,Arminia Bielefeld,2-0
Eintracht Frankfurt,VfL Wolfsburg,2-3
FC Nürnberg,MSV Duisburg,2-0
VfL Wolfsburg,VfB Stuttgart,4-0
MSV Duisburg,Bayern München,2-3
Hansa Rostock,Bayer Leverkusen,1-2
Hertha BSC,FC Nürnberg,1-0
Energie Cottbus,Hamburger SV,2-0
Karlsruher SC,VfL Bochum,1-3
Arminia Bielefeld,Borussia Dortmund,2-2
Werder Bremen,Hannover 96,6-1
FC Schalke 04,Eintracht Frankfurt,1-0
FC Nürnberg,FC Schalke 04,0-2
Bayer Leverkusen,Werder Bremen,0-1
Bayern München,Hertha BSC,4-1
VfB Stuttgart,Arminia Bielefeld,2-2
Hannover 96,Energie Cottbus,4-0
Borussia Dortmund,VfL Wolfsburg,2-4
Hamburger SV,Karlsruher SC,7-0
VfL Bochum,Hansa Rostock,1-2
Eintracht Frankfurt,MSV Duisburg,4-2
Bayern München,Hamburger SV,2-2
FC Schalke 04,Hannover 96,3-0
VfL Wolfsburg,FC Köln,2-1
Bayer Leverkusen,Borussia Dortmund,2-3
Karlsruher SC,VfL Bochum,1-0
Energie Cottbus,1899 Hoffenheim,0-3
Arminia Bielefeld,Werder Bremen,2-2
Eintracht Frankfurt,Hertha BSC,0-2
