Bor. Mönchengladbach,VfB Stuttgart,1-3
Hannover 96,Energie Cottbus,0-0
Werder Bremen,FC Schalke 04,1-1
Hamburger SV,Karlsruher SC,2-1
VfB Stuttgart,Bayer Leverkusen,0-2
Hertha BSC,Arminia Bielefeld,1-1
Borussia Dortmund,Bayern München,1-1
1899 Hoffenheim,Bor. Mönchengladbach,1-0
VfL Bochum,VfL Wolfsburg,2-2
FC Köln,Eintracht Frankfurt,1-1
Karlsruher SC,FC Köln,0-2
FC Schalke 04,VfL Bochum,1-0
VfL Wolfsburg,Eintracht Frankfurt,2-2
Bayer Leverkusen,1899 Hoffenheim,5-2
Energie Cottbus,Borussia Dortmund,0-1
Arminia Bielefeld,Hamburger SV,2-4
Bor. Mönchengladbach,Werder Bremen,3-2
Bayern München,Hertha BSC,4-1
VfB Stuttgart,Hannover 96,2-0
Werder Bremen,Energie Cottbus,3-0
Hamburger SV,Bayer Leverkusen,3-2
Hertha BSC,VfL Wolfsburg,2-2
Borussia Dortmund,FC Schalke 04,3-3
1899 Hoffenheim,VfB Stuttgart,0-0
FC Köln,Bayern München,0-3
Hannover 96,Bor. Mönchengladbach,5-1
VfL Bochum,Arminia Bielefeld,2-0
Eintracht Frankfurt,Karlsruher SC,2-1
Bayer Leverkusen,Hannover 96,4-0
Bayern München,Werder Bremen,2-5
FC Schalke 04,Eintracht Frankfurt,1-0
Energie Cottbus,VfL Bochum,1-1
Arminia Bielefeld,FC Köln,2-0
Bor. Mönchengladbach,Hertha BSC,0-1
VfL Wolfsburg,Hamburger SV,3-0
VfB Stuttgart,Karlsruher SC,3-1
1899 Hoffenheim,Borussia Dortmund,4-1
FC Köln,FC Schalke 04,1-0
Werder Bremen,1899 Hoffenheim,5-4
Hamburger SV,Bor. Mönchengladbach,1-0
Hannover 96,Bayern München,1-0
Hertha BSC,Energie Cottbus,0-1
VfL Bochum,Bayer Leverkusen,2-3
Borussia Dortmund,VfB Stuttgart,3-0
Eintracht Frankfurt,Arminia Bielefeld,1-1
Karlsruher SC,VfL Wolfsburg,2-1
Arminia Bielefeld,Karlsruher SC,1-2
Bayern München,VfL Bochum,3-3
VfB Stuttgart,Werder Bremen,4-1
Bayer Leverkusen,Hertha BSC,0-1
Bor. Mönchengladbach,FC Köln,1-2
1899 Hoffenheim,Eintracht Frankfurt,2-1
FC Schalke 04,VfL Wolfsburg,2-2
Borussia Dortmund,Hannover 96,1-1
Energie Cottbus,Hamburger SV,1-2
VfL Bochum,Bor. Mönchengladbach,2-2
Werder Bremen,Borussia Dortmund,3-3
VfL Wolfsburg,Arminia Bielefeld,4-1
Hannover 96,1899 Hoffenheim,2-5
Eintracht Frankfurt,Bayer Leverkusen,0-2
Hertha BSC,VfB Stuttgart,2-1
Karlsruher SC,Bayern München,0-1
FC Köln,Energie Cottbus,1-0
Hamburger SV,FC Schalke 04,1-1
Bayer Leverkusen,FC Köln,2-0
Bayern München,VfL Wolfsburg,4-2
FC Schalke 04,Arminia Bielefeld,0-0
Hannover 96,Werder Bremen,1-1
Energie Cottbus,Eintracht Frankfurt,2-3
Bor. Mönchengladbach,Karlsruher SC,1-0
VfB Stuttgart,VfL Bochum,2-0
Borussia Dortmund,Hertha BSC,1-1
1899 Hoffenheim,Hamburger SV,3-0
Werder Bremen,Bayer Leverkusen,0-2
VfL Wolfsburg,Bor. Mönchengladbach,3-0
Karlsruher SC,FC Schalke 04,0-3
Arminia Bielefeld,Energie Cottbus,1-1
Hamburger SV,VfB Stuttgart,2-0
Eintracht Frankfurt,Bayern München,1-2
Hertha BSC,Hannover 96,3-0
VfL Bochum,1899 Hoffenheim,1-3
FC Köln,Borussia Dortmund,0-1
Bayer Leverkusen,VfL Wolfsburg,2-0
Bayern München,Arminia Bielefeld,3-1
Werder Bremen,Hertha BSC,5-1
VfB Stuttgart,FC Köln,1-3
Hannover 96,Hamburger SV,3-0
Energie Cottbus,FC Schalke 04,0-2
1899 Hoffenheim,Karlsruher SC,4-1
Borussia Dortmund,VfL Bochum,1-1
Bor. Mönchengladbach,Eintracht Frankfurt,1-2
FC Köln,Hannover 96,2-1
Hamburger SV,Borussia Dortmund,2-1
VfL Wolfsburg,Energie Cottbus,3-0
Karlsruher SC,Bayer Leverkusen,3-3
VfL Bochum,Werder Bremen,0-0
Arminia Bielefeld,Bor. Mönchengladbach,0-2
FC Schalke 04,Bayern München,1-2
Eintracht Frankfurt,VfB Stuttgart,2-2
Hertha BSC,1899 Hoffenheim,1-0
Hannover 96,VfL Bochum,1-1
VfB Stuttgart,Arminia Bielefeld,0-0
Bayer Leverkusen,FC Schalke 04,2-1
Hertha BSC,Hamburger SV,2-1
Borussia Dortmund,Eintracht Frankfurt,4-0
Energie Cottbus,Karlsruher SC,1-0
Bor. Mönchengladbach,Bayern München,2-2
1899 Hoffenheim,VfL Wolfsburg,3-2
Werder Bremen,FC Köln,3-1
Karlsruher SC,Borussia Dortmund,0-1
Bayern München,Energie Cottbus,4-1
FC Schalke 04,Bor. Mönchengladbach,3-1
VfL Wolfsburg,VfB Stuttgart,4-1
Eintracht Frankfurt,Hannover 96,4-0
VfL Bochum,Hertha BSC,2-3
Arminia Bielefeld,Bayer Leverkusen,2-1
FC Köln,1899 Hoffenheim,1-3
Hamburger SV,Werder Bremen,2-1
Hertha BSC,FC Köln,2-1
Werder Bremen,Eintracht Frankfurt,5-0
Bayer Leverkusen,Bayern München,0-2
Hannover 96,Karlsruher SC,3-2
Bor. Mönchengladbach,Energie Cottbus,1-3
1899 Hoffenheim,Arminia Bielefeld,3-0
VfB Stuttgart,FC Schalke 04,2-0
VfL Bochum,Hamburger SV,1-1
Borussia Dortmund,VfL Wolfsburg,0-0
Bayern München,1899 Hoffenheim,2-1
FC Schalke 04,Hertha BSC,1-0
Eintracht Frankfurt,VfL Bochum,4-0
Karlsruher SC,Werder Bremen,1-0
Energie Cottbus,VfB Stuttgart,0-3
Arminia Bielefeld,Borussia Dortmund,0-0
Bor. Mönchengladbach,Bayer Leverkusen,1-3
VfL Wolfsburg,Hannover 96,2-1
FC Köln,Hamburger SV,1-2
Borussia Dortmund,Bor. Mönchengladbach,2-1
Werder Bremen,VfL Wolfsburg,2-1
Hamburger SV,Eintracht Frankfurt,1-0
VfB Stuttgart,Bayern München,2-2
Bayer Leverkusen,Energie Cottbus,1-1
Hannover 96,Arminia Bielefeld,1-1
Hertha BSC,Karlsruher SC,4-0
VfL Bochum,FC Köln,1-2
1899 Hoffenheim,FC Schalke 04,1-1
Hamburger SV,Bayern München,1-0
Hannover 96,FC Schalke 04,1-0
FC Köln,VfL Wolfsburg,1-1
Borussia Dortmund,Bayer Leverkusen,1-1
Hertha BSC,Eintracht Frankfurt,2-1
1899 Hoffenheim,Energie Cottbus,2-0
VfB Stuttgart,Bor. Mönchengladbach,2-0
VfL Bochum,Karlsruher SC,2-0
Werder Bremen,Arminia Bielefeld,1-2
Arminia Bielefeld,Hertha BSC,1-1
FC Schalke 04,Werder Bremen,1-0
Karlsruher SC,Hamburger SV,3-2
Bayer Leverkusen,VfB Stuttgart,2-4
VfL Wolfsburg,VfL Bochum,2-0
Bor. Mönchengladbach,1899 Hoffenheim,1-1
Eintracht Frankfurt,FC Köln,2-2
Energie Cottbus,Hannover 96,3-1
Bayern München,Borussia Dortmund,3-1
1899 Hoffenheim,Bayer Leverkusen,1-4
Hertha BSC,Bayern München,2-1
VfL Bochum,FC Schalke 04,2-1
Eintracht Frankfurt,VfL Wolfsburg,0-2
Hannover 96,VfB Stuttgart,3-3
FC Köln,Karlsruher SC,0-0
Werder Bremen,Bor. Mönchengladbach,1-1
Borussia Dortmund,Energie Cottbus,1-1
Hamburger SV,Arminia Bielefeld,2-0
FC Schalke 04,Borussia Dortmund,1-1
Energie Cottbus,Werder Bremen,2-1
Bor. Mönchengladbach,Hannover 96,3-2
Karlsruher SC,Eintracht Frankfurt,0-1
VfL Wolfsburg,Hertha BSC,2-1
Arminia Bielefeld,VfL Bochum,1-1
VfB Stuttgart,1899 Hoffenheim,3-3
Bayern München,FC Köln,1-2
Bayer Leverkusen,Hamburger SV,1-2
FC Köln,Arminia Bielefeld,1-1
Eintracht Frankfurt,FC Schalke 04,1-2
Hannover 96,Bayer Leverkusen,1-0
VfL Bochum,Energie Cottbus,3-2
Hertha BSC,Bor. Mönchengladbach,2-1
Borussia Dortmund,1899 Hoffenheim,0-0
Werder Bremen,Bayern München,0-0
Hamburger SV,VfL Wolfsburg,1-3
Karlsruher SC,VfB Stuttgart,0-2
FC Schalke 04,FC Köln,1-0
1899 Hoffenheim,Werder Bremen,0-0
Bor. Mönchengladbach,Hamburger SV,4-1
Bayern München,Hannover 96,5-1
Energie Cottbus,Hertha BSC,1-3
VfL Wolfsburg,Karlsruher SC,1-0
VfB Stuttgart,Borussia Dortmund,2-1
Arminia Bielefeld,Eintracht Frankfurt,0-0
Bayer Leverkusen,VfL Bochum,1-1
VfL Wolfsburg,FC Schalke 04,4-3
VfL Bochum,Bayern München,0-3
Hertha BSC,Bayer Leverkusen,1-0
Hannover 96,Borussia Dortmund,4-4
Karlsruher SC,Arminia Bielefeld,0-1
FC Köln,Bor. Mönchengladbach,2-4
Eintracht Frankfurt,1899 Hoffenheim,1-1
Werder Bremen,VfB Stuttgart,4-0
Hamburger SV,Energie Cottbus,2-0
Bor. Mönchengladbach,VfL Bochum,0-1
Borussia Dortmund,Werder Bremen,1-0
Arminia Bielefeld,VfL Wolfsburg,0-3
1899 Hoffenheim,Hannover 96,2-2
Bayer Leverkusen,Eintracht Frankfurt,1-1
VfB Stuttgart,Hertha BSC,2-0
Bayern München,Karlsruher SC,1-0
Energie Cottbus,FC Köln,0-2
FC Schalke 04,Hamburger SV,1-2
Arminia Bielefeld,FC Schalke 04,0-2
VfL Wolfsburg,Bayern München,5-1
VfL Bochum,VfB Stuttgart,1-2
Hertha BSC,Borussia Dortmund,1-3
Eintracht Frankfurt,Energie Cottbus,2-1
Hamburger SV,1899 Hoffenheim,1-0
FC Köln,Bayer Leverkusen,0-2
Werder Bremen,Hannover 96,4-1
Karlsruher SC,Bor. Mönchengladbach,0-0
Bor. Mönchengladbach,VfL Wolfsburg,1-2
Bayern München,Eintracht Frankfurt,4-0
Hannover 96,Hertha BSC,2-0
FC Schalke 04,Karlsruher SC,2-0
1899 Hoffenheim,VfL Bochum,0-3
Energie Cottbus,Arminia Bielefeld,2-1
Borussia Dortmund,FC Köln,3-1
Bayer Leverkusen,Werder Bremen,1-1
VfB Stuttgart,Hamburger SV,1-0
FC Schalke 04,Energie Cottbus,4-0
Arminia Bielefeld,Bayern München,0-1
FC Köln,VfB Stuttgart,0-3
VfL Wolfsburg,Bayer Leverkusen,2-1
VfL Bochum,Borussia Dortmund,0-2
Eintracht Frankfurt,Bor. Mönchengladbach,4-1
Karlsruher SC,1899 Hoffenheim,2-2
Hertha BSC,Werder Bremen,2-1
Hamburger SV,Hannover 96,2-1
1899 Hoffenheim,Hertha BSC,0-1
Bayern München,FC Schalke 04,0-1
Borussia Dortmund,Hamburger SV,2-0
VfB Stuttgart,Eintracht Frankfurt,2-0
Bayer Leverkusen,Karlsruher SC,0-1
Werder Bremen,VfL Bochum,3-2
Hannover 96,FC Köln,2-1
Energie Cottbus,VfL Wolfsburg,2-0
Bor. Mönchengladbach,Arminia Bielefeld,1-1
VfL Bochum,Hannover 96,0-2
Arminia Bielefeld,VfB Stuttgart,2-2
FC Schalke 04,Bayer Leverkusen,1-2
Eintracht Frankfurt,Borussia Dortmund,0-2
Karlsruher SC,Energie Cottbus,0-0
Bayern München,Bor. Mönchengladbach,2-1
VfL Wolfsburg,1899 Hoffenheim,4-0
FC Köln,Werder Bremen,1-0
Hamburger SV,Hertha BSC,1-1
Bayer Leverkusen,Arminia Bielefeld,2-2
Energie Cottbus,Bayern München,1-3
VfB Stuttgart,VfL Wolfsburg,4-1
Hannover 96,Eintracht Frankfurt,1-1
Borussia Dortmund,Karlsruher SC,4-0
Hertha BSC,VfL Bochum,2-0
1899 Hoffenheim,FC Köln,2-0
Bor. Mönchengladbach,FC Schalke 04,1-0
Werder Bremen,Hamburger SV,2-0
Bayern München,Bayer Leverkusen,3-0
Karlsruher SC,Hannover 96,2-3
FC Köln,Hertha BSC,1-2
VfL Wolfsburg,Borussia Dortmund,3-0
Eintracht Frankfurt,Werder Bremen,0-5
FC Schalke 04,VfB Stuttgart,1-2
Hamburger SV,VfL Bochum,3-1
Energie Cottbus,Bor. Mönchengladbach,0-1
Arminia Bielefeld,1899 Hoffenheim,0-2
1899 Hoffenheim,Bayern München,2-2
Hertha BSC,FC Schalke 04,0-0
Hannover 96,VfL Wolfsburg,0-5
VfL Bochum,Eintracht Frankfurt,2-0
Werder Bremen,Karlsruher SC,1-3
VfB Stuttgart,Energie Cottbus,2-0
Borussia Dortmund,Arminia Bielefeld,6-0
Bayer Leverkusen,Bor. Mönchengladbach,5-0
Hamburger SV,FC Köln,0-1
VfL Wolfsburg,Werder Bremen,5-1
Eintracht Frankfurt,Hamburger SV,2-3
Bayern München,VfB Stuttgart,2-1
Energie Cottbus,Bayer Leverkusen,3-0
Arminia Bielefeld,Hannover 96,2-2
Karlsruher SC,Hertha BSC,4-0
FC Köln,VfL Bochum,1-1
Bor. Mönchengladbach,Borussia Dortmund,1-1
FC Schalke 04,1899 Hoffenheim,2-3
VfL Wolfsburg,VfB Stuttgart,2-0
Borussia Dortmund,FC Köln,1-0
FC Nürnberg,FC Schalke 04,1-2
Werder Bremen,Eintracht Frankfurt,2-3
Hertha BSC,Hannover 96,1-0
FSV Mainz 05,Bayer Leverkusen,2-2
1899 Hoffenheim,Bayern München,1-1
VfL Bochum,Bor. Mönchengladbach,3-3
SC Freiburg,Hamburger SV,1-1
Bayern München,Werder Bremen,1-1
VfB Stuttgart,SC Freiburg,4-2
Hamburger SV,Borussia Dortmund,4-1
Bayer Leverkusen,1899 Hoffenheim,1-0
Hannover 96,FSV Mainz 05,1-1
Eintracht Frankfurt,FC Nürnberg,1-1
FC Köln,VfL Wolfsburg,1-3
Bor. Mönchengladbach,Hertha BSC,2-1
FC Schalke 04,VfL Bochum,3-0
1899 Hoffenheim,FC Schalke 04,0-0
Borussia Dortmund,VfB Stuttgart,1-1
FC Köln,Eintracht Frankfurt,0-0
SC Freiburg,Bayer Leverkusen,0-5
FSV Mainz 05,Bayern München,2-1
FC Nürnberg,Hannover 96,0-2
VfL Bochum,Hertha BSC,1-0
VfL Wolfsburg,Hamburger SV,2-4
Werder Bremen,Bor. Mönchengladbach,3-0
Bor. Mönchengladbach,FSV Mainz 05,2-0
VfB Stuttgart,FC Nürnberg,0-0
FC Schalke 04,SC Freiburg,0-1
Bayer Leverkusen,VfL Bochum,2-1
Hannover 96,1899 Hoffenheim,0-1
Eintracht Frankfurt,Borussia Dortmund,1-1
Bayern München,VfL Wolfsburg,3-0
Hertha BSC,Werder Bremen,2-3
Hamburger SV,FC Köln,3-1
VfL Wolfsburg,Bayer Leverkusen,2-3
Borussia Dortmund,Bayern München,1-5
1899 Hoffenheim,VfL Bochum,3-0
SC Freiburg,Eintracht Frankfurt,0-2
FSV Mainz 05,Hertha BSC,2-1
FC Nürnberg,Bor. Mönchengladbach,1-0
Hamburger SV,VfB Stuttgart,3-1
Werder Bremen,Hannover 96,0-0
FC Köln,FC Schalke 04,1-2
FC Schalke 04,VfL Wolfsburg,1-2
Bayern München,FC Nürnberg,2-1
VfB Stuttgart,FC Köln,0-2
Hannover 96,Borussia Dortmund,1-1
VfL Bochum,FSV Mainz 05,2-3
Bor. Mönchengladbach,1899 Hoffenheim,2-4
Eintracht Frankfurt,Hamburger SV,1-1
Hertha BSC,SC Freiburg,0-4
Bayer Leverkusen,Werder Bremen,0-0
FC Nürnberg,VfL Bochum,0-1
VfL Wolfsburg,Hannover 96,4-2
Borussia Dortmund,FC Schalke 04,0-1
Werder Bremen,FSV Mainz 05,3-0
FC Köln,Bayer Leverkusen,0-1
Eintracht Frankfurt,VfB Stuttgart,0-3
Hamburger SV,Bayern München,1-0
SC Freiburg,Bor. Mönchengladbach,3-0
1899 Hoffenheim,Hertha BSC,5-1
FC Schalke 04,Eintracht Frankfurt,2-0
Bayern München,FC Köln,0-0
Bayer Leverkusen,FC Nürnberg,4-0
Hannover 96,SC Freiburg,5-2
VfL Bochum,VfL Wolfsburg,1-1
FSV Mainz 05,1899 Hoffenheim,2-1
Bor. Mönchengladbach,Borussia Dortmund,0-1
VfB Stuttgart,Werder Bremen,0-2
Hertha BSC,Hamburger SV,1-3
VfB Stuttgart,FC Schalke 04,1-2
Werder Bremen,1899 Hoffenheim,2-0
FC Köln,FSV Mainz 05,1-0
Eintracht Frankfurt,Hannover 96,2-1
SC Freiburg,Bayern München,1-2
FC Nürnberg,Hertha BSC,3-0
Hamburger SV,Bayer Leverkusen,0-0
VfL Wolfsburg,Bor. Mönchengladbach,2-1
Borussia Dortmund,VfL Bochum,2-0
Bayer Leverkusen,Borussia Dortmund,1-1
Bayern München,Eintracht Frankfurt,2-1
1899 Hoffenheim,FC Nürnberg,3-0
Hannover 96,VfB Stuttgart,1-0
Bor. Mönchengladbach,FC Köln,0-0
FSV Mainz 05,SC Freiburg,3-0
Hertha BSC,VfL Wolfsburg,0-0
FC Schalke 04,Hamburger SV,3-3
VfL Bochum,Werder Bremen,1-4
Borussia Dortmund,Hertha BSC,2-0
VfL Wolfsburg,FSV Mainz 05,3-3
VfB Stuttgart,Bayern München,0-0
Hamburger SV,Bor. Mönchengladbach,2-3
FC Köln,Hannover 96,0-1
FC Nürnberg,Werder Bremen,2-2
FC Schalke 04,Bayer Leverkusen,2-2
SC Freiburg,1899 Hoffenheim,0-1
Eintracht Frankfurt,VfL Bochum,2-1
Bayer Leverkusen,Eintracht Frankfurt,4-0
Bayern München,FC Schalke 04,1-1
1899 Hoffenheim,VfL Wolfsburg,1-2
VfL Bochum,SC Freiburg,1-2
Bor. Mönchengladbach,VfB Stuttgart,0-0
FSV Mainz 05,FC Nürnberg,1-0
Hannover 96,Hamburger SV,2-2
Hertha BSC,FC Köln,0-1
Werder Bremen,Borussia Dortmund,1-1
VfL Wolfsburg,FC Nürnberg,2-3
VfB Stuttgart,Hertha BSC,1-1
FC Schalke 04,Hannover 96,2-0
FC Köln,1899 Hoffenheim,0-4
Eintracht Frankfurt,Bor. Mönchengladbach,1-2
SC Freiburg,Werder Bremen,0-6
Borussia Dortmund,FSV Mainz 05,0-0
Bayern München,Bayer Leverkusen,1-1
Hamburger SV,VfL Bochum,0-1
VfL Bochum,FC Köln,0-0
Hertha BSC,Eintracht Frankfurt,1-3
1899 Hoffenheim,Borussia Dortmund,1-2
Werder Bremen,VfL Wolfsburg,2-2
FSV Mainz 05,Hamburger SV,1-1
FC Nürnberg,SC Freiburg,0-1
Bor. Mönchengladbach,FC Schalke 04,1-0
Bayer Leverkusen,VfB Stuttgart,4-0
Hannover 96,Bayern München,0-3
Bayern München,Bor. Mönchengladbach,2-1
VfL Wolfsburg,SC Freiburg,2-2
VfB Stuttgart,VfL Bochum,1-1
Hamburger SV,1899 Hoffenheim,0-0
Borussia Dortmund,FC Nürnberg,4-0
Hannover 96,Bayer Leverkusen,0-0
Eintracht Frankfurt,FSV Mainz 05,2-0
FC Köln,Werder Bremen,0-0
FC Schalke 04,Hertha BSC,2-0
Hertha BSC,Bayer Leverkusen,2-2
1899 Hoffenheim,Eintracht Frankfurt,1-1
VfL Bochum,Bayern München,1-5
Bor. Mönchengladbach,Hannover 96,5-3
SC Freiburg,FC Köln,0-0
FC Nürnberg,Hamburger SV,0-4
Werder Bremen,FC Schalke 04,0-2
FSV Mainz 05,VfB Stuttgart,1-1
VfL Wolfsburg,Borussia Dortmund,1-3
FC Schalke 04,FSV Mainz 05,1-0
Bayern München,Hertha BSC,5-2
Borussia Dortmund,SC Freiburg,1-0
Bayer Leverkusen,Bor. Mönchengladbach,3-2
Hannover 96,VfL Bochum,2-3
Eintracht Frankfurt,VfL Wolfsburg,2-2
VfB Stuttgart,1899 Hoffenheim,3-1
Hamburger SV,Werder Bremen,2-1
FC Köln,FC Nürnberg,3-0
Bayern München,1899 Hoffenheim,2-0
Hamburger SV,SC Freiburg,2-0
Eintracht Frankfurt,Werder Bremen,1-0
Hannover 96,Hertha BSC,0-3
Bayer Leverkusen,FSV Mainz 05,4-2
Bor. Mönchengladbach,VfL Bochum,1-2
VfB Stuttgart,VfL Wolfsburg,3-1
FC Schalke 04,FC Nürnberg,1-0
FC Köln,Borussia Dortmund,2-3
SC Freiburg,VfB Stuttgart,0-1
Werder Bremen,Bayern München,2-3
VfL Bochum,FC Schalke 04,2-2
FSV Mainz 05,Hannover 96,1-0
FC Nürnberg,Eintracht Frankfurt,1-1
Hertha BSC,Bor. Mönchengladbach,0-0
Borussia Dortmund,Hamburger SV,1-0
VfL Wolfsburg,FC Köln,2-3
1899 Hoffenheim,Bayer Leverkusen,0-3
Hamburger SV,VfL Wolfsburg,1-1
Bor. Mönchengladbach,Werder Bremen,4-3
Eintracht Frankfurt,FC Köln,1-2
Hertha BSC,VfL Bochum,0-0
Bayern München,FSV Mainz 05,3-0
Hannover 96,FC Nürnberg,1-3
FC Schalke 04,1899 Hoffenheim,2-0
VfB Stuttgart,Borussia Dortmund,4-1
Bayer Leverkusen,SC Freiburg,3-1
Werder Bremen,Hertha BSC,2-1
VfL Wolfsburg,Bayern München,1-3
FC Köln,Hamburger SV,3-3
SC Freiburg,FC Schalke 04,0-0
VfL Bochum,Bayer Leverkusen,1-1
1899 Hoffenheim,Hannover 96,2-1
FC Nürnberg,VfB Stuttgart,1-2
FSV Mainz 05,Bor. Mönchengladbach,1-0
Borussia Dortmund,Eintracht Frankfurt,2-3
Bor. Mönchengladbach,FC Nürnberg,2-1
Bayer Leverkusen,VfL Wolfsburg,2-1
VfB Stuttgart,Hamburger SV,1-3
VfL Bochum,1899 Hoffenheim,2-1
Hannover 96,Werder Bremen,1-5
Hertha BSC,FSV Mainz 05,1-1
Bayern München,Borussia Dortmund,3-1
FC Schalke 04,FC Köln,2-0
Eintracht Frankfurt,SC Freiburg,2-1
1899 Hoffenheim,Bor. Mönchengladbach,2-2
FC Nürnberg,Bayern München,1-1
FC Köln,VfB Stuttgart,1-5
Borussia Dortmund,Hannover 96,4-1
Hamburger SV,Eintracht Frankfurt,0-0
FSV Mainz 05,VfL Bochum,0-0
SC Freiburg,Hertha BSC,0-3
VfL Wolfsburg,FC Schalke 04,2-1
Werder Bremen,Bayer Leverkusen,2-2
FC Schalke 04,Borussia Dortmund,2-1
Hertha BSC,1899 Hoffenheim,0-2
FSV Mainz 05,Werder Bremen,1-2
VfB Stuttgart,Eintracht Frankfurt,2-1
Bor. Mönchengladbach,SC Freiburg,1-1
VfL Bochum,FC Nürnberg,0-0
Bayer Leverkusen,FC Köln,0-0
Hannover 96,VfL Wolfsburg,0-1
Bayern München,Hamburger SV,1-0
FC Köln,Bayern München,1-1
Werder Bremen,VfB Stuttgart,2-2
Hamburger SV,Hertha BSC,1-0
Eintracht Frankfurt,FC Schalke 04,1-4
SC Freiburg,Hannover 96,1-2
VfL Wolfsburg,VfL Bochum,4-1
Borussia Dortmund,Bor. Mönchengladbach,3-0
FC Nürnberg,Bayer Leverkusen,3-2
1899 Hoffenheim,FSV Mainz 05,0-1
FC Schalke 04,VfB Stuttgart,2-1
Bor. Mönchengladbach,VfL Wolfsburg,0-4
VfL Bochum,Borussia Dortmund,1-4
FSV Mainz 05,FC Köln,1-0
Hannover 96,Eintracht Frankfurt,2-1
Hertha BSC,FC Nürnberg,1-2
Bayern München,SC Freiburg,2-1
1899 Hoffenheim,Werder Bremen,0-1
Bayer Leverkusen,Hamburger SV,4-2
FC Köln,Bor. Mönchengladbach,1-1
Eintracht Frankfurt,Bayern München,2-1
FC Nürnberg,1899 Hoffenheim,0-0
VfB Stuttgart,Hannover 96,2-0
Werder Bremen,VfL Bochum,3-2
SC Freiburg,FSV Mainz 05,1-0
Borussia Dortmund,Bayer Leverkusen,3-0
Hamburger SV,FC Schalke 04,2-2
VfL Wolfsburg,Hertha BSC,1-5
VfL Bochum,Eintracht Frankfurt,1-2
FSV Mainz 05,VfL Wolfsburg,0-2
Bayern München,VfB Stuttgart,1-2
Hertha BSC,Borussia Dortmund,0-0
Hannover 96,FC Köln,1-4
Werder Bremen,FC Nürnberg,4-2
Bayer Leverkusen,FC Schalke 04,0-2
1899 Hoffenheim,SC Freiburg,1-1
Bor. Mönchengladbach,Hamburger SV,1-0
FC Schalke 04,Bayern München,1-2
Eintracht Frankfurt,Bayer Leverkusen,3-2
Borussia Dortmund,Werder Bremen,2-1
SC Freiburg,VfL Bochum,1-1
VfB Stuttgart,Bor. Mönchengladbach,2-1
FC Nürnberg,FSV Mainz 05,2-0
FC Köln,Hertha BSC,0-3
VfL Wolfsburg,1899 Hoffenheim,4-0
Hamburger SV,Hannover 96,0-0
Bor. Mönchengladbach,Eintracht Frankfurt,2-0
Hertha BSC,VfB Stuttgart,0-1
FSV Mainz 05,Borussia Dortmund,1-0
Hannover 96,FC Schalke 04,4-2
1899 Hoffenheim,FC Köln,0-2
Werder Bremen,SC Freiburg,4-0
Bayer Leverkusen,Bayern München,1-1
VfL Bochum,Hamburger SV,1-2
FC Nürnberg,VfL Wolfsburg,0-2
FC Köln,VfL Bochum,2-0
VfB Stuttgart,Bayer Leverkusen,2-1
VfL Wolfsburg,Werder Bremen,2-4
FC Schalke 04,Bor. Mönchengladbach,3-1
Hamburger SV,FSV Mainz 05,0-1
SC Freiburg,FC Nürnberg,2-1
Bayern München,Hannover 96,7-0
Borussia Dortmund,1899 Hoffenheim,1-1
Eintracht Frankfurt,Hertha BSC,2-2
VfL Bochum,VfB Stuttgart,0-2
Bor. Mönchengladbach,Bayern München,1-1
FC Nürnberg,Borussia Dortmund,2-3
Hertha BSC,FC Schalke 04,0-1
Bayer Leverkusen,Hannover 96,3-0
FSV Mainz 05,Eintracht Frankfurt,3-3
Werder Bremen,FC Köln,1-0
1899 Hoffenheim,Hamburger SV,5-1
SC Freiburg,VfL Wolfsburg,1-0
Borussia Dortmund,VfL Wolfsburg,1-1
Bayer Leverkusen,Hertha BSC,1-1
Eintracht Frankfurt,1899 Hoffenheim,1-2
FC Schalke 04,Werder Bremen,0-2
Bayern München,VfL Bochum,3-1
Hannover 96,Bor. Mönchengladbach,6-1
FC Köln,SC Freiburg,2-2
VfB Stuttgart,FSV Mainz 05,2-2
Hamburger SV,FC Nürnberg,4-0
Hertha BSC,Bayern München,1-3
1899 Hoffenheim,VfB Stuttgart,1-1
Werder Bremen,Hamburger SV,1-1
SC Freiburg,Borussia Dortmund,3-1
FSV Mainz 05,FC Schalke 04,0-0
Bor. Mönchengladbach,Bayer Leverkusen,1-1
VfL Bochum,Hannover 96,0-3
FC Nürnberg,FC Köln,1-0
VfL Wolfsburg,Eintracht Frankfurt,3-1
Bayern München,VfL Wolfsburg,2-1
1899 Hoffenheim,Werder Bremen,4-1
Bor. Mönchengladbach,FC Nürnberg,1-1
FC Köln,FC Kaiserslautern,1-3
SC Freiburg,FC St. Pauli,1-3
Hannover 96,Eintracht Frankfurt,2-1
Hamburger SV,FC Schalke 04,2-1
FSV Mainz 05,VfB Stuttgart,2-0
Borussia Dortmund,Bayer Leverkusen,0-2
FC Kaiserslautern,Bayern München,2-0
FC Schalke 04,Hannover 96,1-2
Werder Bremen,FC Köln,4-2
VfL Wolfsburg,FSV Mainz 05,3-4
Eintracht Frankfurt,Hamburger SV,1-3
FC Nürnberg,SC Freiburg,1-2
FC St. Pauli,1899 Hoffenheim,0-1
Bayer Leverkusen,Bor. Mönchengladbach,3-6
VfB Stuttgart,Borussia Dortmund,1-3
1899 Hoffenheim,FC Schalke 04,2-0
